MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
90.0,3.0,80.0,8000.0,1.0,3,3.0,0.0,0,0.0,12,2.0,2.0,0.0,2,5.0,4.0,1961.0,1961,1.0,1.0,3.0,3.0,2,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5,0.0,5.0,0.0,805.0,1800.0,1.0,0,1.0,4.0,1800.0,0.0,0.0,1800.0,0.0,0.0,2.0,0,3.0,1.0,3.0,10.0,6.0,0.0,1,1978.1134057971014,2,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2007,8.0,4.0,141000.0
50.0,3.0,100.0,12665.0,1.0,0,3.0,0.0,4,0.0,17,2.0,2.0,0.0,0,5.0,6.0,1915.0,1950,1.0,1.0,13.0,14.0,2,0.0,3.0,4.0,0.0,3.0,3.0,2.0,5,0.0,5.0,0.0,876.0,876.0,1.0,2,1.0,4.0,876.0,540.0,0.0,1416.0,0.0,0.0,1.0,1,4.0,1.0,3.0,7.0,6.0,1.0,5,1949.0,2,3.0,720.0,4.0,4.0,2.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2008,8.0,4.0,153900.0
85.0,3.0,69.30579531442663,16647.0,1.0,0,3.0,0.0,1,0.0,19,2.0,2.0,0.0,6,5.0,5.0,1975.0,1981,1.0,1.0,6.0,6.0,2,0.0,3.0,4.0,1.0,2.0,3.0,1.0,0,1390.0,5.0,0.0,0.0,1390.0,1.0,4,1.0,4.0,1701.0,0.0,0.0,1701.0,1.0,0.0,2.0,0,3.0,1.0,3.0,6.0,6.0,2.0,2,1975.0,0,2.0,611.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2007,8.0,4.0,171000.0
60.0,3.0,75.0,9317.0,1.0,3,3.0,0.0,4,0.0,20,2.0,2.0,0.0,5,7.0,5.0,1993.0,1993,1.0,1.0,6.0,6.0,1,137.0,2.0,4.0,2.0,2.0,3.0,3.0,0,513.0,5.0,0.0,227.0,740.0,1.0,0,1.0,4.0,1006.0,769.0,0.0,1775.0,1.0,0.0,2.0,1,3.0,1.0,2.0,7.0,6.0,1.0,1,1993.0,2,2.0,425.0,4.0,4.0,2.0,234.0,72.0,0.0,0.0,0.0,0.0,0.0,7,2009,8.0,4.0,213000.0
20.0,3.0,36.0,15523.0,1.0,0,3.0,0.0,1,0.0,5,2.0,2.0,0.0,2,5.0,6.0,1972.0,1972,1.0,1.0,6.0,10.0,2,0.0,3.0,4.0,1.0,3.0,3.0,2.0,1,460.0,5.0,0.0,404.0,864.0,1.0,0,1.0,4.0,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0,3.0,1.0,3.0,5.0,6.0,1.0,1,1972.0,2,1.0,338.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2009,8.0,4.0,133500.0
50.0,3.0,75.0,11570.0,1.0,1,3.0,0.0,4,0.0,4,2.0,2.0,0.0,0,6.0,6.0,1908.0,1997,1.0,1.0,13.0,14.0,2,0.0,3.0,4.0,0.0,3.0,3.0,3.0,5,0.0,5.0,0.0,907.0,907.0,1.0,4,1.0,4.0,1307.0,1051.0,0.0,2358.0,0.0,0.0,3.0,0,3.0,1.0,3.0,10.0,6.0,1.0,5,1908.0,2,2.0,360.0,4.0,4.0,2.0,168.0,40.0,0.0,0.0,0.0,0.0,0.0,9,2008,8.0,4.0,240000.0
80.0,3.0,80.0,9600.0,1.0,3,3.0,0.0,2,0.0,24,2.0,2.0,0.0,7,6.0,7.0,1976.0,1994,1.0,1.0,9.0,10.0,1,360.0,2.0,4.0,1.0,3.0,3.0,3.0,5,0.0,5.0,0.0,528.0,528.0,1.0,0,1.0,4.0,1094.0,761.0,0.0,1855.0,0.0,0.0,2.0,1,3.0,1.0,3.0,7.0,6.0,1.0,1,1976.0,1,2.0,512.0,4.0,4.0,2.0,113.0,100.0,0.0,0.0,0.0,0.0,0.0,8,2007,8.0,4.0,187000.0
120.0,3.0,36.0,4435.0,1.0,3,3.0,0.0,4,0.0,5,2.0,2.0,0.0,2,6.0,5.0,2003.0,2003,1.0,1.0,12.0,13.0,1,170.0,2.0,4.0,2.0,2.0,3.0,2.0,2,659.0,5.0,0.0,189.0,848.0,1.0,0,1.0,4.0,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0,1.0,1.0,2.0,3.0,6.0,0.0,1,2003.0,0,2.0,420.0,4.0,4.0,2.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2007,8.0,4.0,131500.0
120.0,3.0,69.30579531442663,3196.0,1.0,3,3.0,0.0,4,0.0,0,2.0,2.0,0.0,2,8.0,5.0,2003.0,2003,1.0,1.0,12.0,13.0,1,40.0,2.0,4.0,2.0,2.0,3.0,1.0,5,0.0,5.0,0.0,1273.0,1273.0,1.0,0,1.0,4.0,1456.0,0.0,0.0,1456.0,0.0,0.0,2.0,0,2.0,1.0,2.0,7.0,6.0,1.0,1,2003.0,0,2.0,400.0,4.0,4.0,2.0,143.0,20.0,0.0,0.0,0.0,0.0,0.0,5,2006,8.0,4.0,215000.0
75.0,3.0,53.0,7128.0,1.0,3,3.0,0.0,4,0.0,6,2.0,2.0,0.0,4,7.0,5.0,1941.0,1950,1.0,1.0,8.0,8.0,2,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4,364.0,5.0,0.0,554.0,918.0,1.0,2,1.0,4.0,918.0,728.0,0.0,1646.0,0.0,0.0,2.0,0,4.0,1.0,3.0,7.0,6.0,2.0,5,1941.0,2,1.0,240.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2007,8.0,4.0,164000.0
80.0,3.0,69.30579531442663,12095.0,1.0,0,3.0,0.0,0,0.0,12,2.0,2.0,0.0,7,6.0,6.0,1964.0,1964,1.0,1.0,8.0,6.0,1,115.0,3.0,4.0,1.0,3.0,3.0,1.0,4,564.0,5.0,0.0,563.0,1127.0,1.0,4,1.0,4.0,1445.0,0.0,0.0,1445.0,0.0,0.0,1.0,1,3.0,1.0,3.0,7.0,6.0,1.0,1,1964.0,1,2.0,645.0,4.0,4.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2009,8.0,4.0,158000.0
20.0,3.0,102.0,11570.0,1.0,3,3.0,0.0,4,0.0,19,2.0,2.0,0.0,2,5.0,4.0,1955.0,1974,1.0,1.0,13.0,10.0,2,0.0,3.0,4.0,1.0,3.0,3.0,2.0,0,306.0,5.0,0.0,372.0,1763.0,1.0,4,1.0,4.0,1779.0,0.0,0.0,1779.0,1.0,0.0,1.0,1,3.0,1.0,3.0,6.0,6.0,1.0,1,1955.0,2,2.0,454.0,4.0,4.0,2.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,7,2006,8.0,4.0,170000.0
20.0,3.0,69.30579531442663,6897.0,1.0,0,3.0,0.0,0,0.0,19,2.0,2.0,0.0,2,5.0,6.0,1962.0,2010,1.0,1.0,6.0,6.0,2,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0,659.0,5.0,0.0,381.0,1040.0,1.0,0,1.0,4.0,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,1,3.0,1.0,3.0,6.0,6.0,0.0,5,1962.0,2,1.0,260.0,4.0,4.0,2.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,4,2010,8.0,4.0,127000.0
80.0,3.0,69.30579531442663,10970.0,1.0,0,3.0,0.0,4,0.0,5,2.0,2.0,0.0,7,6.0,6.0,1978.0,1978,1.0,1.0,9.0,6.0,2,0.0,3.0,4.0,1.0,2.0,3.0,1.0,2,505.0,5.0,0.0,0.0,940.0,1.0,4,1.0,4.0,1026.0,0.0,0.0,1026.0,1.0,0.0,1.0,0,3.0,1.0,3.0,5.0,6.0,0.0,5,1981.0,2,2.0,576.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2008,8.0,4.0,147000.0
60.0,3.0,65.0,8125.0,1.0,3,3.0,0.0,4,0.0,8,2.0,2.0,0.0,5,6.0,5.0,1994.0,1995,1.0,1.0,6.0,6.0,2,0.0,3.0,4.0,2.0,2.0,3.0,3.0,5,0.0,5.0,0.0,702.0,702.0,1.0,2,1.0,4.0,702.0,779.0,0.0,1481.0,0.0,0.0,2.0,1,3.0,1.0,3.0,6.0,6.0,1.0,1,1994.0,0,2.0,343.0,4.0,4.0,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,3,2009,8.0,4.0,174000.0
20.0,3.0,80.0,10400.0,1.0,3,3.0,0.0,4,0.0,14,2.0,2.0,0.0,2,7.0,5.0,1976.0,1976,1.0,1.0,6.0,6.0,1,189.0,3.0,4.0,1.0,2.0,3.0,3.0,5,0.0,5.0,0.0,1090.0,1090.0,1.0,4,1.0,4.0,1370.0,0.0,0.0,1370.0,0.0,0.0,2.0,0,3.0,1.0,3.0,6.0,6.0,1.0,1,1976.0,1,2.0,479.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,8.0,4.0,152000.0
60.0,3.0,69.30579531442663,11029.0,1.0,0,3.0,0.0,0,0.0,14,2.0,2.0,0.0,5,6.0,7.0,1968.0,1984,1.0,1.0,6.0,6.0,1,220.0,3.0,4.0,1.0,3.0,3.0,2.0,1,619.0,5.0,0.0,435.0,1054.0,1.0,4,1.0,4.0,1512.0,1142.0,0.0,2654.0,1.0,0.0,2.0,1,4.0,1.0,2.0,9.0,6.0,1.0,1,1968.0,2,2.0,619.0,4.0,4.0,2.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,8,2006,8.0,4.0,250000.0
50.0,3.0,55.0,7642.0,1.0,3,3.0,0.0,0,0.0,6,2.0,2.0,0.0,0,7.0,6.0,1918.0,1998,1.0,1.0,13.0,14.0,2,0.0,2.0,4.0,0.0,3.0,3.0,3.0,5,0.0,5.0,0.0,912.0,912.0,1.0,2,1.0,4.0,912.0,514.0,0.0,1426.0,0.0,0.0,1.0,1,3.0,1.0,2.0,7.0,6.0,1.0,5,1925.0,2,1.0,216.0,4.0,4.0,2.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,6,2007,8.0,4.0,189950.0
70.0,3.0,75.0,11625.0,1.0,3,3.0,0.0,4,0.0,19,2.0,2.0,0.0,2,5.0,4.0,1965.0,1965,1.0,1.0,9.0,6.0,2,0.0,3.0,4.0,2.0,3.0,3.0,2.0,1,841.0,5.0,0.0,198.0,1039.0,1.0,0,1.0,4.0,1039.0,0.0,0.0,1039.0,1.0,0.0,1.0,1,3.0,1.0,3.0,6.0,6.0,0.0,1,1965.0,2,2.0,504.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2010,8.0,4.0,131500.0
20.0,3.0,81.0,9672.0,1.0,3,3.0,0.0,0,0.0,20,2.0,2.0,0.0,2,6.0,5.0,1984.0,1985,1.0,1.0,6.0,10.0,2,0.0,3.0,4.0,2.0,2.0,3.0,3.0,2,338.0,5.0,0.0,702.0,1040.0,1.0,4,1.0,4.0,1097.0,0.0,0.0,1097.0,0.0,0.0,2.0,0,3.0,1.0,3.0,6.0,6.0,0.0,1,1986.0,2,2.0,480.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2010,8.0,4.0,152000.0
20.0,3.0,70.0,7931.0,1.0,3,3.0,0.0,4,0.0,12,2.0,2.0,0.0,2,5.0,5.0,1959.0,1959,1.0,1.0,3.0,10.0,2,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1,1148.0,5.0,0.0,0.0,1148.0,1.0,4,1.0,4.0,1148.0,0.0,0.0,1148.0,1.0,0.0,1.0,0,3.0,1.0,3.0,6.0,6.0,0.0,1,1959.0,2,1.0,672.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,8.0,4.0,132500.0
20.0,3.0,72.0,8640.0,1.0,3,3.0,0.0,4,0.0,21,2.0,2.0,0.0,2,7.0,5.0,2007.0,2008,1.0,1.0,12.0,13.0,2,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5,0.0,5.0,0.0,1372.0,1372.0,1.0,0,1.0,4.0,1372.0,0.0,0.0,1372.0,0.0,0.0,2.0,0,3.0,1.0,2.0,6.0,6.0,0.0,1,2008.0,0,2.0,529.0,4.0,4.0,2.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,5,2008,8.0,4.0,250580.0
20.0,3.0,69.30579531442663,8750.0,1.0,0,3.0,0.0,4,0.0,12,2.0,2.0,0.0,2,5.0,6.0,1970.0,1970,1.0,1.0,8.0,8.0,1,76.0,3.0,4.0,1.0,3.0,3.0,3.0,1,828.0,5.0,0.0,174.0,1002.0,1.0,4,1.0,4.0,1002.0,0.0,0.0,1002.0,1.0,0.0,1.0,0,3.0,1.0,3.0,5.0,6.0,0.0,5,1973.0,2,2.0,902.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2009,8.0,4.0,148500.0
20.0,3.0,67.0,10656.0,1.0,0,3.0,0.0,4,0.0,23,2.0,2.0,0.0,2,8.0,5.0,2006.0,2007,1.0,1.0,12.0,13.0,3,274.0,2.0,4.0,2.0,2.0,3.0,2.0,5,0.0,5.0,0.0,1638.0,1638.0,1.0,0,1.0,4.0,1646.0,0.0,0.0,1646.0,0.0,0.0,2.0,0,3.0,1.0,2.0,6.0,6.0,1.0,1,2007.0,1,3.0,870.0,4.0,4.0,2.0,192.0,80.0,0.0,0.0,0.0,0.0,0.0,11,2007,8.0,4.0,248900.0
20.0,3.0,85.0,6970.0,1.0,3,3.0,0.0,0,0.0,19,2.0,2.0,0.0,2,4.0,5.0,1961.0,1961,1.0,1.0,12.0,13.0,2,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0,932.0,5.0,0.0,108.0,1040.0,1.0,4,1.0,4.0,1120.0,0.0,0.0,1120.0,1.0,0.0,1.0,1,3.0,1.0,1.0,5.0,6.0,0.0,1,1961.0,1,2.0,544.0,4.0,4.0,2.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2007,8.0,4.0,129000.0
60.0,3.0,69.30579531442663,14762.0,1.0,1,3.0,0.0,0,0.0,8,2.0,2.0,0.0,5,5.0,6.0,1948.0,1950,1.0,1.0,9.0,10.0,2,0.0,3.0,4.0,3.0,3.0,3.0,3.0,5,0.0,5.0,0.0,0.0,793.0,1.0,2,1.0,4.0,1547.0,720.0,0.0,2320.0,0.0,0.0,2.0,0,2.0,1.0,3.0,7.0,6.0,1.0,1,1979.0,2,2.0,672.0,4.0,4.0,2.0,120.0,144.0,0.0,0.0,0.0,0.0,0.0,5,2006,8.0,4.0,169000.0
60.0,3.0,80.0,9938.0,1.0,3,3.0,0.0,4,0.0,20,2.0,2.0,0.0,5,7.0,5.0,1993.0,1994,1.0,1.0,8.0,8.0,1,246.0,2.0,4.0,2.0,2.0,3.0,3.0,2,750.0,5.0,0.0,300.0,1050.0,1.0,0,1.0,4.0,1062.0,887.0,0.0,1949.0,1.0,0.0,2.0,1,3.0,1.0,2.0,8.0,6.0,1.0,1,1993.0,0,2.0,574.0,4.0,4.0,2.0,156.0,90.0,0.0,0.0,0.0,0.0,0.0,6,2010,8.0,4.0,236000.0
20.0,3.0,60.0,6600.0,1.0,3,3.0,0.0,4,0.0,12,2.0,2.0,0.0,2,5.0,5.0,1962.0,1962,1.0,1.0,8.0,8.0,2,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5,0.0,5.0,0.0,894.0,894.0,1.0,2,1.0,4.0,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0,2.0,1.0,3.0,5.0,6.0,0.0,5,1962.0,2,1.0,308.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2009,8.0,4.0,109500.0
60.0,3.0,70.0,8750.0,1.0,3,3.0,0.0,4,0.0,5,2.0,2.0,0.0,5,6.0,5.0,1998.0,1998,1.0,1.0,12.0,13.0,1,116.0,3.0,4.0,2.0,2.0,3.0,3.0,2,505.0,5.0,0.0,299.0,804.0,1.0,0,1.0,4.0,804.0,878.0,0.0,1682.0,0.0,0.0,2.0,1,3.0,1.0,2.0,7.0,6.0,0.0,1,1998.0,1,2.0,523.0,4.0,4.0,2.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,6,2010,8.0,4.0,200500.0
20.0,3.0,74.0,8892.0,1.0,3,3.0,0.0,0,0.0,12,2.0,2.0,0.0,2,5.0,7.0,1953.0,1996,1.0,1.0,14.0,15.0,2,0.0,2.0,4.0,2.0,3.0,3.0,2.0,5,0.0,5.0,0.0,105.0,105.0,1.0,2,1.0,4.0,910.0,0.0,0.0,910.0,0.0,0.0,1.0,0,3.0,1.0,2.0,5.0,6.0,0.0,1,1953.0,2,2.0,414.0,4.0,4.0,2.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2008,8.0,4.0,116000.0
40.0,3.0,60.0,12144.0,1.0,3,3.0,0.0,4,0.0,12,2.0,2.0,0.0,2,5.0,7.0,1949.0,1950,1.0,1.0,6.0,6.0,2,0.0,2.0,4.0,1.0,3.0,3.0,3.0,4,375.0,5.0,0.0,457.0,832.0,1.0,2,1.0,4.0,1036.0,0.0,0.0,1268.0,0.0,0.0,1.0,0,3.0,1.0,3.0,6.0,6.0,1.0,1,1949.0,2,1.0,288.0,4.0,4.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,9,2009,8.0,4.0,133000.0
50.0,3.0,52.0,5720.0,1.0,3,3.0,0.0,4,0.0,17,2.0,2.0,0.0,0,5.0,6.0,1941.0,1950,1.0,1.0,13.0,14.0,2,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5,0.0,5.0,0.0,676.0,676.0,1.0,0,1.0,4.0,676.0,455.0,0.0,1131.0,0.0,0.0,1.0,1,3.0,1.0,3.0,5.0,6.0,0.0,5,1941.0,2,1.0,200.0,4.0,4.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2009,8.0,4.0,66500.0
60.0,3.0,75.0,9000.0,1.0,3,3.0,0.0,4,0.0,21,2.0,2.0,0.0,5,8.0,5.0,2007.0,2007,1.0,1.0,5.0,5.0,2,0.0,2.0,4.0,2.0,2.0,3.0,2.0,2,64.0,5.0,0.0,1120.0,1184.0,1.0,0,1.0,4.0,1184.0,1426.0,0.0,2610.0,0.0,0.0,2.0,1,4.0,1.0,2.0,7.0,6.0,1.0,3,2007.0,0,2.0,550.0,4.0,4.0,2.0,208.0,70.0,0.0,0.0,0.0,0.0,0.0,8,2007,8.0,4.0,303477.0
20.0,3.0,94.0,11570.0,1.0,3,3.0,0.0,4,0.0,11,2.0,2.0,0.0,2,4.0,5.0,1963.0,1963,1.0,1.0,6.0,10.0,2,0.0,3.0,4.0,2.0,3.0,3.0,1.0,0,633.0,5.0,0.0,431.0,1064.0,1.0,2,1.0,4.0,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,0,3.0,1.0,3.0,5.0,6.0,0.0,1,1963.0,2,2.0,648.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2007,8.0,4.0,132250.0
60.0,3.0,74.0,8834.0,1.0,3,3.0,0.0,4,0.0,16,2.0,2.0,0.0,5,9.0,5.0,2004.0,2005,1.0,1.0,12.0,13.0,3,216.0,2.0,4.0,2.0,2.0,3.0,3.0,2,1170.0,5.0,0.0,292.0,1462.0,1.0,0,1.0,4.0,1462.0,762.0,0.0,2224.0,1.0,0.0,2.0,1,4.0,1.0,2.0,10.0,6.0,1.0,1,2004.0,0,3.0,738.0,4.0,4.0,2.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,8.0,4.0,210143.9
85.0,3.0,88.0,11782.0,1.0,0,3.0,0.0,4,0.0,19,2.0,2.0,0.0,6,5.0,7.0,1961.0,1995,1.0,1.0,6.0,6.0,2,0.0,3.0,4.0,1.0,3.0,3.0,2.0,0,899.0,5.0,0.0,210.0,1109.0,1.0,4,1.0,4.0,1155.0,0.0,0.0,1155.0,1.0,0.0,1.0,0,3.0,1.0,2.0,6.0,6.0,0.0,5,1987.0,2,2.0,576.0,4.0,4.0,2.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2010,8.0,4.0,148000.0
20.0,3.0,69.30579531442663,7000.0,1.0,0,3.0,0.0,1,0.0,5,2.0,2.0,0.0,2,5.0,6.0,1978.0,2005,1.0,1.0,12.0,13.0,1,90.0,2.0,4.0,1.0,3.0,3.0,3.0,0,646.0,5.0,0.0,218.0,864.0,1.0,0,1.0,4.0,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0,3.0,1.0,3.0,6.0,6.0,0.0,1,1978.0,2,1.0,336.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,8.0,4.0,136500.0
20.0,3.0,60.0,7024.0,1.0,3,3.0,0.0,4,0.0,7,2.0,2.0,0.0,2,5.0,5.0,2005.0,2006,1.0,1.0,12.0,13.0,2,0.0,3.0,4.0,2.0,2.0,3.0,3.0,0,980.0,5.0,0.0,110.0,1090.0,1.0,2,1.0,4.0,1090.0,0.0,0.0,1090.0,1.0,0.0,1.0,1,2.0,1.0,3.0,5.0,6.0,0.0,1,2005.0,0,2.0,450.0,4.0,4.0,2.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,6,2007,8.0,4.0,157000.0
50.0,3.0,44.0,13758.0,1.0,0,3.0,0.0,1,0.0,23,2.0,2.0,0.0,0,7.0,5.0,1990.0,1991,1.0,1.0,6.0,6.0,1,117.0,2.0,4.0,1.0,2.0,3.0,2.0,3,902.0,5.0,0.0,254.0,1156.0,1.0,0,1.0,4.0,1187.0,530.0,0.0,1717.0,0.0,0.0,2.0,1,3.0,1.0,2.0,7.0,6.0,1.0,1,1990.0,1,2.0,400.0,4.0,4.0,2.0,168.0,36.0,0.0,0.0,0.0,0.0,0.0,4,2007,8.0,4.0,187500.0
60.0,3.0,69.30579531442663,9636.0,1.0,0,3.0,0.0,0,0.0,8,2.0,2.0,0.0,5,6.0,5.0,1992.0,1993,1.0,1.0,12.0,13.0,2,0.0,3.0,4.0,2.0,2.0,3.0,3.0,5,0.0,5.0,0.0,808.0,808.0,1.0,2,1.0,4.0,808.0,785.0,0.0,1593.0,0.0,0.0,2.0,1,3.0,1.0,3.0,7.0,6.0,1.0,3,1993.0,1,2.0,389.0,4.0,4.0,2.0,342.0,40.0,0.0,0.0,0.0,0.0,0.0,12,2009,8.0,4.0,178000.0
75.0,3.0,60.0,6204.0,1.0,3,3.0,0.0,4,0.0,18,2.0,2.0,0.0,3,4.0,5.0,1912.0,1950,1.0,1.0,13.0,14.0,2,0.0,2.0,4.0,2.0,3.0,3.0,3.0,5,0.0,5.0,0.0,795.0,795.0,1.0,4,1.0,4.0,954.0,795.0,0.0,2230.0,1.0,0.0,1.0,0,3.0,1.0,3.0,10.0,6.0,0.0,5,1997.0,2,1.0,440.0,4.0,4.0,2.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,3,2006,8.0,4.0,118500.0
20.0,3.0,65.0,7150.0,1.0,3,3.0,0.0,4,0.0,12,2.0,2.0,0.0,2,5.0,5.0,1967.0,1967,1.0,1.0,6.0,6.0,1,60.0,3.0,4.0,1.0,3.0,3.0,3.0,1,432.0,5.0,0.0,460.0,892.0,1.0,4,1.0,4.0,892.0,0.0,0.0,892.0,0.0,0.0,1.0,0,3.0,1.0,3.0,5.0,6.0,0.0,1,1967.0,1,1.0,288.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,8.0,4.0,100000.0
120.0,3.0,50.0,5119.0,1.0,0,3.0,0.0,1,0.0,21,2.0,2.0,0.0,2,9.0,5.0,1999.0,2000,1.0,1.0,8.0,8.0,1,60.0,2.0,4.0,2.0,2.0,3.0,2.0,2,1238.0,5.0,0.0,460.0,1698.0,1.0,0,1.0,4.0,1709.0,0.0,0.0,1709.0,1.0,0.0,2.0,0,2.0,1.0,2.0,5.0,6.0,1.0,1,1999.0,0,2.0,506.0,4.0,4.0,2.0,97.0,65.0,0.0,0.0,0.0,0.0,0.0,1,2008,8.0,4.0,210143.9
90.0,3.0,70.0,8393.0,1.0,3,3.0,0.0,0,0.0,12,2.0,2.0,0.0,2,5.0,5.0,1959.0,2005,1.0,1.0,8.0,8.0,1,122.0,3.0,4.0,1.0,3.0,3.0,3.0,3,528.0,5.0,0.0,1098.0,1626.0,1.0,0,1.0,4.0,1712.0,0.0,0.0,1712.0,0.0,0.0,2.0,0,4.0,1.0,3.0,8.0,6.0,0.0,1,2005.0,0,2.0,588.0,4.0,4.0,2.0,272.0,54.0,0.0,0.0,0.0,0.0,0.0,6,2006,8.0,4.0,145000.0
50.0,3.0,59.0,16466.0,1.0,0,3.0,0.0,4,0.0,7,2.0,2.0,0.0,0,5.0,7.0,1955.0,1955,1.0,1.0,8.0,8.0,2,0.0,3.0,4.0,2.0,3.0,3.0,3.0,5,0.0,5.0,0.0,816.0,816.0,1.0,4,1.0,4.0,872.0,521.0,0.0,1393.0,0.0,0.0,1.0,1,3.0,1.0,3.0,8.0,6.0,0.0,1,1955.0,2,1.0,300.0,4.0,4.0,2.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2008,8.0,4.0,135500.0
20.0,3.0,95.0,15865.0,1.0,0,3.0,0.0,4,0.0,12,2.0,2.0,0.0,2,8.0,6.0,1970.0,1970,1.0,1.0,13.0,14.0,2,0.0,2.0,4.0,2.0,3.0,3.0,1.0,0,351.0,5.0,0.0,1043.0,1302.0,1.0,0,1.0,4.0,1387.5,0.0,0.0,2217.0,1.0,0.0,2.0,0,4.0,1.0,2.0,8.0,6.0,1.0,1,1970.0,2,2.0,621.0,4.0,4.0,2.0,81.0,70.0,0.0,0.0,0.0,0.0,0.0,10,2007,8.0,4.0,268000.0
20.0,3.0,78.0,12160.0,1.0,3,3.0,0.0,4,0.0,12,2.0,2.0,0.0,2,6.0,4.0,1953.0,1953,1.0,1.0,13.0,14.0,1,90.0,3.0,4.0,1.0,3.0,3.0,3.0,1,1024.0,5.0,0.0,481.0,1505.0,1.0,0,1.0,4.0,1505.0,0.0,0.0,1505.0,1.0,0.0,1.0,0,2.0,1.0,3.0,6.0,6.0,1.0,1,1953.0,1,2.0,505.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2009,8.0,4.0,149500.0
